x y1 y2
591.000000 1.209497 1.211933
592.000000 1.211196 1.212689
593.000000 1.214801 1.212584
594.000000 1.211402 1.212379
595.000000 1.211607 1.211863
596.000000 1.211196 1.211250
597.000000 1.225400 1.210613
598.000000 1.236705 1.211339
599.000000 1.237808 1.213828
600.000000 1.230906 1.217168
601.000000 1.234096 1.219991
602.000000 1.238896 1.222525
603.000000 1.242900 1.225123
604.000000 1.244896 1.227913
605.000000 1.253196 1.230751
606.000000 1.263600 1.234152
607.000000 1.258004 1.238567
608.000000 1.261702 1.242602
609.000000 1.262307 1.246380
610.000000 1.270099 1.249726
611.000000 1.272799 1.253293
612.000000 1.270293 1.256937
613.000000 1.276699 1.260037
614.000000 1.277449 1.263177
615.000000 1.285198 1.266136
616.000000 1.292992 1.269498
617.000000 1.279001 1.273559
618.000000 1.285000 1.276212
619.000000 1.274194 1.278407
620.000000 1.285099 1.279077
621.000000 1.276699 1.279959
622.000000 1.285298 1.280076
623.000000 1.278298 1.280634
624.000000 1.277400 1.280704
625.000000 1.281000 1.280398
626.000000 1.273902 1.280288
627.000000 1.275104 1.279595
628.000000 1.286505 1.278766
629.000000 1.281608 1.279107
630.000000 1.281099 1.279582
631.000000 1.291806 1.280002
632.000000 1.290106 1.281425
633.000000 1.282199 1.283094
634.000000 1.280197 1.283912
635.000000 1.264894 1.283958
636.000000 1.264095 1.282039
637.000000 1.258606 1.279166
638.000000 1.254595 1.275555
639.000000 1.260907 1.271529
640.000000 1.263999 1.268319
641.000000 1.264494 1.266197
642.000000 1.258004 1.264911
643.000000 1.258907 1.263533
644.000000 1.266095 1.262290
645.000000 1.258495 1.261942
646.000000 1.252395 1.261368
647.000000 1.258907 1.260091
648.000000 1.256897 1.259183
649.000000 1.254595 1.258386
650.000000 1.266400 1.257495
651.000000 1.278298 1.257794
652.000000 1.280098 1.259909
653.000000 1.279001 1.262996
654.000000 1.273399 1.266173
655.000000 1.277596 1.268498
656.000000 1.282397 1.270527
657.000000 1.274502 1.272701
658.000000 1.276748 1.273971
659.000000 1.271197 1.274841
660.000000 1.269696 1.274873
661.000000 1.264398 1.274304
662.000000 1.251799 1.272954
663.000000 1.250203 1.270067
664.000000 1.259906 1.266477
665.000000 1.263296 1.263850
666.000000 1.270600 1.262374
667.000000 1.262403 1.262389
668.000000 1.258400 1.262384
669.000000 1.271294 1.261920
670.000000 1.269599 1.262506
671.000000 1.275104 1.263463
672.000000 1.277400 1.265060
673.000000 1.282002 1.267076
674.000000 1.279198 1.269576
675.000000 1.279902 1.271812
676.000000 1.287896 1.273739
677.000000 1.281903 1.276121
678.000000 1.276699 1.277932
679.000000 1.287498 1.278719
680.000000 1.279296 1.279963
681.000000 1.272508 1.280547
682.000000 1.272297 1.280019
683.000000 1.279100 1.278920
684.000000 1.284307 1.278332
685.000000 1.283203 1.278638
686.000000 1.282808 1.279295
687.000000 1.287300 1.280018
688.000000 1.281197 1.281144
689.000000 1.278102 1.281765
690.000000 1.276194 1.281714
691.000000 1.275705 1.281114
692.000000 1.279247 1.280239
693.000000 1.282907 1.279675
694.000000 1.284093 1.279720
695.000000 1.280902 1.280218
696.000000 1.283598 1.280579
697.000000 1.285694 1.281082
698.000000 1.282397 1.281829
699.000000 1.281903 1.282300
700.000000 1.273204 1.282514
701.000000 1.267299 1.281690
702.000000 1.271003 1.279784
703.000000 1.269503 1.277861
704.000000 1.269696 1.276006
705.000000 1.272297 1.274397
706.000000 1.265102 1.273341
707.000000 1.270696 1.271965
708.000000 1.267700 1.271084
709.000000 1.268794 1.270265
710.000000 1.278102 1.269655
711.000000 1.280000 1.270145
712.000000 1.274502 1.271385
713.000000 1.268698 1.272343
714.000000 1.270600 1.272439
715.000000 1.270357 1.272235
716.000000 1.266207 1.271881
717.000000 1.274194 1.271078
718.000000 1.273496 1.270909
719.000000 1.271294 1.271054
720.000000 1.269551 1.271129
721.000000 1.260398 1.270970
722.000000 1.260097 1.269779
723.000000 1.253196 1.268103
724.000000 1.252395 1.265663
725.000000 1.255997 1.262973
726.000000 1.250500 1.260780
727.000000 1.254107 1.258546
728.000000 1.254501 1.256843
729.000000 1.253903 1.255634
730.000000 1.262706 1.254738
731.000000 1.261607 1.254946
732.000000 1.255099 1.255632
733.000000 1.255903 1.255847
734.000000 1.261607 1.255832
735.000000 1.269406 1.256257
736.000000 1.274307 1.257666
737.000000 1.271795 1.259972
738.000000 1.276699 1.262289
739.000000 1.275445 1.264851
740.000000 1.278004 1.267173
741.000000 1.270696 1.269390
742.000000 1.272556 1.270609
743.000000 1.277906 1.271345
744.000000 1.275998 1.272309
745.000000 1.283252 1.273137
746.000000 1.285397 1.274544
747.000000 1.282594 1.276363
748.000000 1.281394 1.277940
749.000000 1.282495 1.279094
750.000000 1.279394 1.280017
751.000000 1.285000 1.280422
752.000000 1.281805 1.281075
753.000000 1.284604 1.281501
754.000000 1.293895 1.282041
755.000000 1.295203 1.283542
756.000000 1.308507 1.285568
757.000000 1.313301 1.289023
758.000000 1.320393 1.293419
759.000000 1.314803 1.298602
760.000000 1.325100 1.303102
761.000000 1.334098 1.307817
762.000000 1.333600 1.313139
763.000000 1.331895 1.318222
764.000000 1.328656 1.322465
765.000000 1.328604 1.325483
766.000000 1.339405 1.327541
767.000000 1.325100 1.330049
768.000000 1.328498 1.331085
769.000000 1.321807 1.331562
770.000000 1.315651 1.331024
771.000000 1.309895 1.329362
772.000000 1.310599 1.326689
773.000000 1.320707 1.323855
774.000000 1.318705 1.322316
775.000000 1.318392 1.321450
776.000000 1.313698 1.320972
777.000000 1.313594 1.320234
778.000000 1.310994 1.319395
779.000000 1.312508 1.318314
780.000000 1.314803 1.317371
781.000000 1.319801 1.316845
782.000000 1.321895 1.317120
783.000000 1.327598 1.318018
784.000000 1.317107 1.319738
785.000000 1.309295 1.320614
786.000000 1.298499 1.320086
787.000000 1.304002 1.317726
788.000000 1.299697 1.315222
789.000000 1.293996 1.312504
790.000000 1.289507 1.309371
791.000000 1.292808 1.305869
792.000000 1.293594 1.302868
793.000000 1.292006 1.300529
794.000000 1.293996 1.298613
795.000000 1.296092 1.297298
796.000000 1.296899 1.296641
797.000000 1.295001 1.296470
798.000000 1.302304 1.296365
799.000000 1.296294 1.297035
800.000000 1.293996 1.297443
801.000000 1.292892 1.297404
802.000000 1.296294 1.297008
803.000000 1.296596 1.296816
804.000000 1.302304 1.296800
805.000000 1.301897 1.297468
806.000000 1.296395 1.298404
807.000000 1.293193 1.298809
808.000000 1.298398 1.298537
809.000000 1.302304 1.298464
810.000000 1.304002 1.298933
811.000000 1.300695 1.299833
812.000000 1.296294 1.300528
813.000000 1.303203 1.300570
814.000000 1.313991 1.300958
815.000000 1.313508 1.302638
816.000000 1.313802 1.304814
817.000000 1.315201 1.307044
818.000000 1.314803 1.309209
819.000000 1.313905 1.311070
820.000000 1.312508 1.312486
821.000000 1.316898 1.313381
822.000000 1.319400 1.314372
823.000000 1.323206 1.315600
824.000000 1.322891 1.317236
825.000000 1.317003 1.318898
826.000000 1.316500 1.319780
827.000000 1.308695 1.320085
828.000000 1.313802 1.319245
829.000000 1.317853 1.318421
830.000000 1.314199 1.318150
831.000000 1.311596 1.317842
832.000000 1.318791 1.317257
833.000000 1.319000 1.317326
834.000000 1.323504 1.317780
835.000000 1.328304 1.318856
836.000000 1.331806 1.320654
837.000000 1.331292 1.323017
838.000000 1.331593 1.325371
839.000000 1.339908 1.327493
840.000000 1.333404 1.330144
841.000000 1.329699 1.332141
842.000000 1.333191 1.333164
843.000000 1.336505 1.333938
844.000000 1.331505 1.334880
845.000000 1.333493 1.335305
846.000000 1.335898 1.335618
847.000000 1.337006 1.336107
848.000000 1.332498 1.336770
849.000000 1.337399 1.336975
850.000000 1.343201 1.337427
851.000000 1.340195 1.338594
852.000000 1.335506 1.339713
853.000000 1.343201 1.340167
854.000000 1.343996 1.341027
855.000000 1.349109 1.342124
856.000000 1.352100 1.343774
857.000000 1.352905 1.345870
858.000000 1.357202 1.348061
859.000000 1.361396 1.350518
860.000000 1.362435 1.353307
861.000000 1.358899 1.356090
862.000000 1.358400 1.358186
863.000000 1.363605 1.359631
864.000000 1.363903 1.361154
865.000000 1.358899 1.362617
866.000000 1.365505 1.363361
867.000000 1.365206 1.364350
868.000000 1.360100 1.365363
869.000000 1.358806 1.365727
870.000000 1.355601 1.365564
871.000000 1.358899 1.364804
872.000000 1.360008 1.364183
873.000000 1.354096 1.363847
874.000000 1.352704 1.363063
875.000000 1.348309 1.361962
876.000000 1.352100 1.360344
877.000000 1.354298 1.359038
878.000000 1.359601 1.358292
879.000000 1.352393 1.358490
880.000000 1.349692 1.358389
881.000000 1.351297 1.357812
882.000000 1.346602 1.357206
883.000000 1.345207 1.356161
884.000000 1.345804 1.354843
885.000000 1.343003 1.353593
886.000000 1.345008 1.352219
887.000000 1.345207 1.351140
888.000000 1.344592 1.350355
889.000000 1.343201 1.349737
890.000000 1.345605 1.349115
891.000000 1.344194 1.348802
892.000000 1.349200 1.348539
893.000000 1.352009 1.348854
894.000000 1.349291 1.349747
895.000000 1.342805 1.350550
896.000000 1.336005 1.350506
897.000000 1.335595 1.349276
898.000000 1.330601 1.347512
899.000000 1.331009 1.345151
900.000000 1.331593 1.342778
901.000000 1.337900 1.340728
902.000000 1.341598 1.339743
903.000000 1.342408 1.339826
904.000000 1.339603 1.340535
905.000000 1.339405 1.341171
906.000000 1.347092 1.341650
907.000000 1.346801 1.342808
908.000000 1.344899 1.344191
909.000000 1.345497 1.345329
910.000000 1.344701 1.346270
911.000000 1.353601 1.346926
912.000000 1.363494 1.348316
913.000000 1.361192 1.351034
914.000000 1.361507 1.353930
915.000000 1.359897 1.356607
916.000000 1.362992 1.358696
917.000000 1.362398 1.360581
918.000000 1.376008 1.362114
919.000000 1.375402 1.364774
920.000000 1.378797 1.367715
921.000000 1.378493 1.370828
922.000000 1.377695 1.373657
923.000000 1.379006 1.375934
924.000000 1.380701 1.377819
925.000000 1.379805 1.379493
926.000000 1.383394 1.380795
927.000000 1.380491 1.382159
928.000000 1.382495 1.383107
929.000000 1.372608 1.383951
930.000000 1.375005 1.383588
931.000000 1.363605 1.382882
932.000000 1.371197 1.380875
933.000000 1.367204 1.379230
934.000000 1.367708 1.377572
935.000000 1.370708 1.376135
936.000000 1.378702 1.375299
937.000000 1.379691 1.375732
938.000000 1.374098 1.376885
939.000000 1.380300 1.377655
